Field=#~Integer~#~50|Field=Case Code (Metric)~String~Case Code (Metric)~100|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~ArduinoV1.PrjPcb|ReportField=ProjectFullPath~C:\Users\Public\Documents\Altium\Projects\ArduinoV1\ArduinoV1.PrjPcb|ReportField=Title~Arduino Component reference BOM For Variant [FIXED 5V] of Project [ArduinoV1.PrjPcb] (No PCB Document Selected)|ReportField=ReportTime~12:25:59 pm|ReportField=ReportDate~02/10/2019|ReportField=ReportDateTime~02/10/2019 12:25:59 pm|ReportField=OutputName~Arduino Component reference BOM|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~FIXED 5V|ReportField=TotalQuantity~94|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=NotFitted~NF|ReportField=Title~ArduinoV1|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~02/10/2019|ReportField=CurrentTime~9:43:05 am|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Public\Documents\Altium\Projects\ArduinoV1\ArduinoV1Sch.SchDoc|ReportField=DocumentName~ArduinoV1Sch.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~01/10/2019|ReportField=Organization~|ReportField=ProjectName~ArduinoV1.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=DataSourceFileName~ArduinoV1.PrjPcb|ReportField=DataSourceFullPath~C:\Users\Public\Documents\Altium\Projects\ArduinoV1\ArduinoV1.PrjPcb|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
1||100u / 10V|Cap Aluminum 100uF 10V 20% (5 X 5.4mm) SMD 50mA 1000 hr 85°C T/R|C1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEEE-1AA101WR%26seller%3DDigi-Key%26sku%3DPCE3867DKR-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEEE-1AA101WR%26seller%3DDigi-Key%26sku%3DPCE3867DKR-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}EEE-1AA101WR{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEEE-1AA101WR%26seller%3DDigi-Key%26sku%3DPCE3867DKR-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}PCE3867DKR-ND{URL.TIP}Supplier
2||100u / 10V|Cap Aluminum 100uF 10V 20% (5 X 5.4mm) SMD 50mA 1000 hr 85°C T/R|C2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEEE-1AA101WR%26seller%3DDigi-Key%26sku%3DPCE3867DKR-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEEE-1AA101WR%26seller%3DDigi-Key%26sku%3DPCE3867DKR-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}EEE-1AA101WR{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEEE-1AA101WR%26seller%3DDigi-Key%26sku%3DPCE3867DKR-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}PCE3867DKR-ND{URL.TIP}Supplier
3|2012|10uF / 16V|CAP CER 10UF 16V X5R 0805|C3|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA4J1X5R1C106M125AC%26seller%3DDigi-Key%26sku%3D445-12654-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA4J1X5R1C106M125AC%26seller%3DDigi-Key%26sku%3D445-12654-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CGA4J1X5R1C106M125AC{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA4J1X5R1C106M125AC%26seller%3DDigi-Key%26sku%3D445-12654-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-12654-6-ND{URL.TIP}Supplier
4|2012|100n|CAP CER 0.1UF 50V X7R 0805|C4|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C2012X7R1H104K085AA{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-7534-6-ND{URL.TIP}Supplier
5|2012|100n|CAP CER 0.1UF 50V X7R 0805|C5|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C2012X7R1H104K085AA{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-7534-6-ND{URL.TIP}Supplier
6|2012|100n|CAP CER 0.1UF 50V X7R 0805|C6|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C2012X7R1H104K085AA{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-7534-6-ND{URL.TIP}Supplier
7|2012|1uF / 25v|CAP CER 1UF 25V X5R 0805|C7|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X5R1E105K125AA%26seller%3DDigi-Key%26sku%3D445-1419-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X5R1E105K125AA%26seller%3DDigi-Key%26sku%3D445-1419-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C2012X5R1E105K125AA{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X5R1E105K125AA%26seller%3DDigi-Key%26sku%3D445-1419-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-1419-6-ND{URL.TIP}Supplier
8|2012|100n|CAP CER 0.1UF 50V X7R 0805|C8|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C2012X7R1H104K085AA{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-7534-6-ND{URL.TIP}Supplier
9||18p||C9|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805X180J5GAC7800%26seller%3DDigi-Key%26sku%3D399-19442-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805X180J5GAC7800%26seller%3DDigi-Key%26sku%3D399-19442-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C0805X180J5GAC7800{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805X180J5GAC7800%26seller%3DDigi-Key%26sku%3D399-19442-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-19442-6-ND{URL.TIP}Supplier
10||18p||C10|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805X180J5GAC7800%26seller%3DDigi-Key%26sku%3D399-19442-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805X180J5GAC7800%26seller%3DDigi-Key%26sku%3D399-19442-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C0805X180J5GAC7800{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805X180J5GAC7800%26seller%3DDigi-Key%26sku%3D399-19442-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-19442-6-ND{URL.TIP}Supplier
11|2012|100n|CAP CER 0.1UF 50V X7R 0805|C11|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C2012X7R1H104K085AA{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-7534-6-ND{URL.TIP}Supplier
12|2012|100n|CAP CER 0.1UF 50V X7R 0805|C12|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C2012X7R1H104K085AA{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DC2012X7R1H104K085AA%26seller%3DDigi-Key%26sku%3D445-7534-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-7534-6-ND{URL.TIP}Supplier
13|2012|10uF / 16V|CAP CER 10UF 16V X5R 0805|C13|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA4J1X5R1C106M125AC%26seller%3DDigi-Key%26sku%3D445-12654-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA4J1X5R1C106M125AC%26seller%3DDigi-Key%26sku%3D445-12654-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CGA4J1X5R1C106M125AC{URL.TIP}Manufacturer|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA4J1X5R1C106M125AC%26seller%3DDigi-Key%26sku%3D445-12654-6-ND%26country%3DNG%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-12654-6-ND{URL.TIP}Supplier
